2018-04-07|gym short|1:00|0|3|
2018-05-18|bike|2:00|55|3|
2018-05-29|bike|2:00|55|3|
2018-05-30|crossfit|1:00|0|4|
2018-08-16|zwift|1:00|30|4|
2018-08-16|crossfit|1:00|0|4|
